i;|Xi|;|F(Xi)|;profundidad6;dirección2;prob vecinos0.5
8614;2;4
161345;3;4
11792;1;6
428368;1;1
10701;2;3
77904;2;5
286277;1;2
124554;2;2
194873;1;1
16460;6;85
341375;7;85
220;1;423
436133;1;1
274149;1;2
274148;2;2
22252;1;2
12866;13;61
35248;1;14
425029;1;1
39410;18;1072
126440;14;1068
179783;1;2
279630;2;2
322;1;9
107949;2;9
456;1;6
387599;2;6
52504;1;2
158380;2;2
191708;1;2
201087;2;2
345940;1;2
345941;2;2
190354;1;2
402405;1;2
13537;1;6
3228;1;4
88;1;862
126681;1;1
8438;2;4
27095;3;4
245841;1;1
30798;1;1
138795;2;2
3726;4;26
318765;4;4
424421;2;862
57105;81;1296
49154;54;1238
146177;1;2
188537;2;2
351168;2;2
129481;2;2
4986;1;9
30359;2;9
79530;1;1
256008;1;1
188556;2;862
2177;4;36
455874;19;1114
28919;1;1
20187;3;13
53360;1;2
53342;1;1
358743;1;2
307829;2;2
220962;1;2
271255;2;2
377924;1;2
307876;1;1
1574;1;35
310821;2;2
7034;1;1
67087;2;2
12508;1;5
427962;2;5
144131;2;2
222612;2;2
72698;1;3
55655;1;1
41747;1;2
288546;2;2
395758;1;2
316677;2;2
11666;5;15
130898;13;29
677;25;1079
426855;16;1064
109715;2;423
11621;1;3
340586;2;3
42922;1;2
382080;2;2
8219;2;4
56947;3;4
20150;1;5
164915;2;5
93066;4;11
113260;3;11
128418;1;3
20955;2;3
382051;1;1
4760;1;2
81566;1;1
193543;7;46
3547;9;43
375842;1;1
240646;2;3
50227;26;1068
80431;12;1040
18921;1;1
11844;26;537
144864;22;526
139524;4;9
167376;5;12
165626;3;864
299985;1;2
415371;1;1
1988;1;73
314929;2;73
304124;1;1
71141;2;18
309343;1;2
156116;2;2
12005;1;2
15076;2;2
368454;1;1
262103;1;3
262104;1;1
75092;2;3
81632;1;3
3549;2;196
390640;3;196
39183;1;3
195689;2;3
388023;1;2
305262;1;1
4893;2;8
279597;2;8
15483;3;7
26334;15;67
18645;2;2
33269;1;2
124521;1;2
41336;2;2
23775;1;4
92344;1;1
352;1;21
188842;2;21
4368;1;44
170253;1;1
238179;2;196
203948;2;862
97328;1;2
10475;1;1
56231;1;2
107828;1;1
49960;2;2
305543;1;2
32665;2;2
279330;1;2
27484;1;2
5123;187;2901
228895;16;1064
259833;2;2
259834;1;2
78961;1;2
4878;2;2
197725;2;862
157539;1;2
417053;1;1
2417;1;18
327935;153;2876
5957;1;3
33035;1;1
93208;1;7
64445;2;7
111780;1;3
88292;2;3
276033;2;4
276032;3;4
11571;3;3
244222;3;3
49464;1;4
288694;2;4
9218;5;31
63360;5;31
80426;59;213
50244;68;280
303052;93;2861
94891;1;3
821;2;3
3369;1;89
263963;1;1
71994;1;2
241841;1;2
161503;1;2
161500;1;2
14454;2;25
147753;17;1090
26732;1;2
12836;2;3
429239;1;1
101328;2;2
53501;1;2
349286;2;2
206;1;14
225365;1;1
95892;2;2
136152;2;2
1553;1;17
173968;1;1
2836;1;3
179070;1;2
15873;1;2
16711;3;6
3758;1;2
46587;1;1
287878;16;1064
29600;1;3
215812;2;3
234177;2;4
234178;3;4
92920;1;3
92934;2;3
310135;2;7
301982;2;7
67466;6;12
67507;7;13
426935;16;1064
127964;2;862
46754;1;3
444973;2;863
47981;1;2
36315;2;2
233827;17;1064
333284;1;2
352949;1;1
216453;1;3
163812;1;1
376660;1;2
376663;1;1
2247;2;2
96514;1;1
347117;2;17
450536;2;423
194601;1;2
235206;2;2
30513;1;18
305118;1;1
20266;1;4
68541;2;4
335394;1;2
157533;2;2
176111;1;4
284672;1;1
41566;1;1
128773;2;3
87863;2;3
85968;2;4
68270;1;1
269152;9;15
196908;1;1
16695;151;1653
213;1;9
115961;1;1
308104;1;2
308103;2;2
52897;69;341
52905;112;1595
53785;1;5
225812;2;5
12281;2;50
107383;2;2
5542;1;2
10766;2;2
36;1;4
64554;2;4
38963;1;3
136093;1;1
68474;2;5
298998;2;5
16202;1;2
1562;1;1
32098;1;2
254556;3;5
62712;1;2
65100;2;2
303263;1;2
372070;1;2
38817;1;2
293799;2;2
37173;1;1
30228;1;2
167539;1;1
237487;2;2
19639;1;2
192933;1;1
6968;1;21
368685;1;1
548;2;18
47789;3;18
34181;1;5
293351;1;1
410847;2;196
425732;1;2
11903;1;1
117765;1;1
21287;2;4
147538;1;2
346392;2;2
42967;1;2
194930;1;1
59;1;5
199497;1;1
71261;1;2
144513;2;2
385268;2;2
385267;1;2
29439;1;2
106449;2;2
3972;133;2670
5155;170;2859
30598;1;6
67853;2;6
106536;1;2
283423;1;1
264955;1;1
195123;1;1
98204;188;3024
352201;145;2789
41473;1;4
257677;2;4
71637;1;2
253279;1;1
208845;2;3
103249;1;2
272147;17;1064
177524;16;1064
9100;1;13
67315;1;1
224591;13;211
17527;12;211
317;1;154
120398;1;1
43864;1;4
98458;1;1
345259;1;2
345260;1;2
132001;1;6
431041;1;1
102985;2;7
115981;2;7
13633;3;20
164216;4;20
189529;27;1158
87993;72;1336
128442;1;4
128668;1;1
95397;17;1065
221293;16;1064
141745;1;3
134588;2;3
183785;2;862
250494;1;2
223597;1;2
80864;1;2
195861;1;1
409831;16;1064
3419;17;1092
199840;12;1061
1647;1;11
306663;20;1074
112308;2;3
100787;2;3
122452;2;2
97183;2;2
264166;1;2
132765;1;1
24676;1;6
160910;2;7
405173;2;862
15366;1;1
7962;1;39
344487;2;39
100582;1;5
420970;1;5
39523;1;7
196558;1;1
74294;1;2
182039;2;2
187504;1;2
248986;2;2
70786;1;2
197667;1;1
122488;1;30
373174;1;1
392568;2;12
282887;1;1
90718;3;11
31000;1;2
193763;1;1
95187;2;862
6644;1;16
9150;1;1
329379;1;2
299679;1;1
108201;1;3
134482;2;3
375734;2;3
102620;1;3
345892;1;3
203927;2;3
11025;19;1115
151152;17;1064
112703;1;2
104689;2;2
13821;1;4
116966;4;21
165068;16;1064
5948;1;4
61804;2;4
3215;1;4
29727;2;4
91843;2;2
55537;1;2
43402;1;2
43390;1;1
13720;1;2
34542;1;1
415031;2;2
428042;2;2
1430;1;4
212798;1;1
46947;1;4
254185;1;1
91267;1;2
9854;1;1
2353;1;40
210299;2;40
163900;1;2
163902;2;2
579;1;2
107289;1;1
250993;1;2
318192;2;2
71336;1;3
87761;3;3
7551;1;3
157705;1;1
7690;47;1512
384858;28;192
47709;1;1
196768;2;2
41216;1;2
116414;1;2
7268;1;3
48475;2;3
6940;89;1391
409687;39;1136
94228;1;2
36975;1;1
4740;1;1
122880;116;1749
60139;1;5
23345;1;2
8471;1;3
49830;2;4
267532;3;196
4259;1;49
410215;1;1
309285;2;2
280020;1;2
369921;1;2
369918;2;2
84832;1;3
77937;2;3
124098;1;2
104376;1;1
2687;1;2
126272;21;525
220033;20;1431
45583;1;2
148879;2;2
301843;1;2
128270;2;2
3003;1;3
90119;1;1
20143;2;2
22860;2;2
209648;19;1270
2673;1;3
60488;2;3
14575;1;5
433363;2;5
222734;2;2
95118;1;2
73869;2;2
232104;1;2
432551;2;2
432550;2;2
70812;1;2
168093;2;2
406883;3;196
39275;1;1
10726;1;10
192883;1;1
70682;1;2
12970;1;1
6241;199;3078
2175;173;2907
120884;2;2
73950;2;2
258218;17;1064
408;1;27
248007;2;27
26129;1;2
126804;2;2
